orig.ident	nReads	nGene	celltype
lung_SmartSeq2_Smart-seq2_A8.D043522.3_39_F.1.1	Smart-seq2	854079	2070	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_B18.D043522.3_39_F.1.1	Smart-seq2	1007229	1352	Endo_capillary
lung_SmartSeq2_Smart-seq2_B19.D043522.3_39_F.1.1	Smart-seq2	884361	1817	Endo_capillary
lung_SmartSeq2_Smart-seq2_D5.D043522.3_39_F.1.1	Smart-seq2	1383998	2670	Endo_arterial
lung_SmartSeq2_Smart-seq2_E19.D043522.3_39_F.1.1	Smart-seq2	1056651	1947	Endo_capillary
lung_SmartSeq2_Smart-seq2_G7.D043522.3_39_F.1.1	Smart-seq2	1024728	1845	Endo_arterial
lung_SmartSeq2_Smart-seq2_I1.D043522.3_39_F.1.1	Smart-seq2	666203	1834	Endo_arterial
lung_SmartSeq2_Smart-seq2_A9.D043522.3_39_F.1.1	Smart-seq2	1125045	2140	Endo_venous
lung_SmartSeq2_Smart-seq2_A10.D043522.3_39_F.1.1	Smart-seq2	979744	1595	Endo_venous
lung_SmartSeq2_Smart-seq2_B20.D043522.3_39_F.1.1	Smart-seq2	223517	744	Neutrophil
lung_SmartSeq2_Smart-seq2_D6.D043522.3_39_F.1.1	Smart-seq2	1237466	2245	Endo_arterial
lung_SmartSeq2_Smart-seq2_E20.D043522.3_39_F.1.1	Smart-seq2	1702308	2337	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_G9.D043522.3_39_F.1.1	Smart-seq2	1569625	2458	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_I2.D043522.3_39_F.1.1	Smart-seq2	1165441	3240	Endo_arterial
lung_SmartSeq2_Smart-seq2_B22.D043522.3_39_F.1.1	Smart-seq2	669868	1057	Bcell
lung_SmartSeq2_Smart-seq2_D9.D043522.3_39_F.1.1	Smart-seq2	896175	1806	Endo_venous
lung_SmartSeq2_Smart-seq2_E21.D043522.3_39_F.1.1	Smart-seq2	318705	1328	Bcell
lung_SmartSeq2_Smart-seq2_L22.D043522.3_39_F.1.1	Smart-seq2	92540	770	Neutrophil
lung_SmartSeq2_Smart-seq2_N13.D043522.3_39_F.1.1	Smart-seq2	1105394	2687	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_P21.D043522.3_39_F.1.1	Smart-seq2	309080	2155	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_G11.D043522.3_39_F.1.1	Smart-seq2	1039488	1738	Endo_capillary
lung_SmartSeq2_Smart-seq2_I3.D043522.3_39_F.1.1	Smart-seq2	800942	1673	Endo_arterial
lung_SmartSeq2_Smart-seq2_K3.D043522.3_39_F.1.1	Smart-seq2	591665	1816	Endo_arterial
lung_SmartSeq2_Smart-seq2_K5.D043522.3_39_F.1.1	Smart-seq2	231605	1538	Endo_capillary
lung_SmartSeq2_Smart-seq2_M2.D043522.3_39_F.1.1	Smart-seq2	849496	2112	Endo_arterial
lung_SmartSeq2_Smart-seq2_N15.D043522.3_39_F.1.1	Smart-seq2	370295	1768	Endo_capillary
lung_SmartSeq2_Smart-seq2_P22.D043522.3_39_F.1.1	Smart-seq2	98213	1223	Bcell
lung_SmartSeq2_Smart-seq2_K6.D043522.3_39_F.1.1	Smart-seq2	391815	1771	Endo_capillary
lung_SmartSeq2_Smart-seq2_M3.D043522.3_39_F.1.1	Smart-seq2	421129	1736	Endo_arterial
lung_SmartSeq2_Smart-seq2_N17.D043522.3_39_F.1.1	Smart-seq2	620604	1595	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_K8.D043522.3_39_F.1.1	Smart-seq2	347938	1118	Endo_arterial
lung_SmartSeq2_Smart-seq2_M6.D043522.3_39_F.1.1	Smart-seq2	706803	1598	Endo_arterial
lung_SmartSeq2_Smart-seq2_N19.D043522.3_39_F.1.1	Smart-seq2	674708	2181	Endo_venous
lung_SmartSeq2_Smart-seq2_K9.D043522.3_39_F.1.1	Smart-seq2	863760	2936	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_M7.D043522.3_39_F.1.1	Smart-seq2	704973	1852	Endo_capillary
lung_SmartSeq2_Smart-seq2_N20.D043522.3_39_F.1.1	Smart-seq2	1119536	2745	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_K10.D043522.3_39_F.1.1	Smart-seq2	521187	1965	Endo_capillary
lung_SmartSeq2_Smart-seq2_M8.D043522.3_39_F.1.1	Smart-seq2	675166	2039	Endo_arterial
lung_SmartSeq2_Smart-seq2_N21.D043522.3_39_F.1.1	Smart-seq2	407697	1173	Bcell
lung_SmartSeq2_Smart-seq2_K11.D043522.3_39_F.1.1	Smart-seq2	640338	1743	Endo_capillary
lung_SmartSeq2_Smart-seq2_M9.D043522.3_39_F.1.1	Smart-seq2	689870	1695	Endo_capillary
lung_SmartSeq2_Smart-seq2_O3.D043522.3_39_F.1.1	Smart-seq2	445087	1367	Endo_arterial
lung_SmartSeq2_Smart-seq2_K13.D043522.3_39_F.1.1	Smart-seq2	375849	1416	Endo_capillary
lung_SmartSeq2_Smart-seq2_M10.D043522.3_39_F.1.1	Smart-seq2	576153	2144	Endo_capillary
lung_SmartSeq2_Smart-seq2_O4.D043522.3_39_F.1.1	Smart-seq2	171227	1336	Endo_capillary
lung_SmartSeq2_Smart-seq2_K15.D043522.3_39_F.1.1	Smart-seq2	780258	1574	Endo_capillary
lung_SmartSeq2_Smart-seq2_M13.D043522.3_39_F.1.1	Smart-seq2	1185461	3557	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_K18.D043522.3_39_F.1.1	Smart-seq2	667319	1995	Endo_capillary
lung_SmartSeq2_Smart-seq2_M15.D043522.3_39_F.1.1	Smart-seq2	967117	2697	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_O13.D043522.3_39_F.1.1	Smart-seq2	369820	2922	Endo_capillary
lung_SmartSeq2_Smart-seq2_K19.D043522.3_39_F.1.1	Smart-seq2	557368	1751	Endo_capillary
lung_SmartSeq2_Smart-seq2_M17.D043522.3_39_F.1.1	Smart-seq2	1105748	2478	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_O14.D043522.3_39_F.1.1	Smart-seq2	296387	1880	Endo_capillary
lung_SmartSeq2_Smart-seq2_K21.D043522.3_39_F.1.1	Smart-seq2	658305	2285	Bcell
lung_SmartSeq2_Smart-seq2_M18.D043522.3_39_F.1.1	Smart-seq2	825159	2554	Endo_venous
lung_SmartSeq2_Smart-seq2_O15.D043522.3_39_F.1.1	Smart-seq2	192640	1464	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_K22.D043522.3_39_F.1.1	Smart-seq2	304905	1887	Bcell
lung_SmartSeq2_Smart-seq2_J9.D043522.3_39_F.1.1	Smart-seq2	804424	2732	Endo_venous
lung_SmartSeq2_Smart-seq2_M19.D043522.3_39_F.1.1	Smart-seq2	802641	1829	Endo_capillary
lung_SmartSeq2_Smart-seq2_O19.D043522.3_39_F.1.1	Smart-seq2	833112	1968	Endo_capillary
lung_SmartSeq2_Smart-seq2_J10.D043522.3_39_F.1.1	Smart-seq2	487792	2285	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_M20.D043522.3_39_F.1.1	Smart-seq2	351255	1943	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_O22.D043522.3_39_F.1.1	Smart-seq2	141344	1028	Neutrophil
lung_SmartSeq2_Smart-seq2_L3.D043522.3_39_F.1.1	Smart-seq2	405834	1638	Endo_capillary
lung_SmartSeq2_Smart-seq2_M21.D043522.3_39_F.1.1	Smart-seq2	940717	2418	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_P1.D043522.3_39_F.1.1	Smart-seq2	247357	1990	Endo_arterial
lung_SmartSeq2_Smart-seq2_P3.D043522.3_39_F.1.1	Smart-seq2	334283	1423	Endo_arterial
lung_SmartSeq2_Smart-seq2_J11.D043522.3_39_F.1.1	Smart-seq2	624876	2524	Endo_capillary
lung_SmartSeq2_Smart-seq2_L4.D043522.3_39_F.1.1	Smart-seq2	347575	1936	Endo_arterial
lung_SmartSeq2_Smart-seq2_M22.D043522.3_39_F.1.1	Smart-seq2	483809	1085	Neutrophil
lung_SmartSeq2_Smart-seq2_L5.D043522.3_39_F.1.1	Smart-seq2	352682	2128	Endo_capillary
lung_SmartSeq2_Smart-seq2_N3.D043522.3_39_F.1.1	Smart-seq2	558294	1973	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_J13.D043522.3_39_F.1.1	Smart-seq2	733083	2586	Endo_capillary
lung_SmartSeq2_Smart-seq2_J14.D043522.3_39_F.1.1	Smart-seq2	253487	1531	Endo_capillary
lung_SmartSeq2_Smart-seq2_L6.D043522.3_39_F.1.1	Smart-seq2	201139	1831	Endo_capillary
lung_SmartSeq2_Smart-seq2_N4.D043522.3_39_F.1.1	Smart-seq2	660537	2262	Endo_arterial
lung_SmartSeq2_Smart-seq2_P7.D043522.3_39_F.1.1	Smart-seq2	450714	1768	Endo_arterial
lung_SmartSeq2_Smart-seq2_L8.D043522.3_39_F.1.1	Smart-seq2	409208	1436	Endo_capillary
lung_SmartSeq2_Smart-seq2_N5.D043522.3_39_F.1.1	Smart-seq2	656192	1762	Endo_arterial
lung_SmartSeq2_Smart-seq2_P9.D043522.3_39_F.1.1	Smart-seq2	82292	1559	Endo_capillary
lung_SmartSeq2_Smart-seq2_J15.D043522.3_39_F.1.1	Smart-seq2	389686	1460	Endo_capillary
lung_SmartSeq2_Smart-seq2_N7.D043522.3_39_F.1.1	Smart-seq2	506045	1509	Endo_capillary
lung_SmartSeq2_Smart-seq2_P10.D043522.3_39_F.1.1	Smart-seq2	349574	2581	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_J16.D043522.3_39_F.1.1	Smart-seq2	770787	2669	Endo_venous
lung_SmartSeq2_Smart-seq2_L9.D043522.3_39_F.1.1	Smart-seq2	564585	2079	Endo_capillary
lung_SmartSeq2_Smart-seq2_J20.D043522.3_39_F.1.1	Smart-seq2	463629	1623	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_L13.D043522.3_39_F.1.1	Smart-seq2	260276	1534	Endo_capillary
lung_SmartSeq2_Smart-seq2_J18.D043522.3_39_F.1.1	Smart-seq2	621307	2059	Endo_capillary
lung_SmartSeq2_Smart-seq2_L11.D043522.3_39_F.1.1	Smart-seq2	759652	2329	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_N8.D043522.3_39_F.1.1	Smart-seq2	702226	1800	Endo_arterial
lung_SmartSeq2_Smart-seq2_P11.D043522.3_39_F.1.1	Smart-seq2	418944	1349	Endo_capillary
lung_SmartSeq2_Smart-seq2_N9.D043522.3_39_F.1.1	Smart-seq2	382352	1403	Endo_capillary
lung_SmartSeq2_Smart-seq2_P15.D043522.3_39_F.1.1	Smart-seq2	423971	1720	Endo_capillary
lung_SmartSeq2_Smart-seq2_J22.D043522.3_39_F.1.1	Smart-seq2	159582	843	Neutrophil
lung_SmartSeq2_Smart-seq2_L20.D043522.3_39_F.1.1	Smart-seq2	738137	2314	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_N10.D043522.3_39_F.1.1	Smart-seq2	922572	2166	Endo_venous
lung_SmartSeq2_Smart-seq2_P17.D043522.3_39_F.1.1	Smart-seq2	120938	1617	Endo_capillary
lung_SmartSeq2_Smart-seq2_N11.D043522.3_39_F.1.1	Smart-seq2	269332	1976	Endo_aerocyte
lung_SmartSeq2_Smart-seq2_P20.D043522.3_39_F.1.1	Smart-seq2	920601	2455	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_K1.D043522.3_39_F.1.1	Smart-seq2	367465	2178	Endo_arterial
lung_SmartSeq2_Smart-seq2_L21.D043522.3_39_F.1.1	Smart-seq2	194329	779	Neutrophil
